PAYBACK_TYPE,LMK_KEY,RECOMMENDATION_ITEM,RECOMMENDATION_CODE,RECOMMENDATION,CO2_IMPACT
other,6f7369570fbf78b6485600df9d51ff27e2fe20ead3fc7d95a7e355b5eb221f7a,2,USER,Physical access to the Landlords HVAC equipment or information was not made permissible during the survey. In accordance with EPC Conventions then the benchmark efficiency data has been used based upon assumptions of the systems age. Improvements to the EPC score are likely to be achieved by allowing assessors access to the HVAC equipment and associated commissioning data. It is recommended that any future surveys be permitted access to the plant and data to allow a more accurate EPC score in line with the prevailing EPC Conventions.,HIGH
other,6f7369570fbf78b6485600df9d51ff27e2fe20ead3fc7d95a7e355b5eb221f7a,3,USER,"Installation data for the most recent lighting installation was not made available. It has therefore been necessary to assign lighting by type in accordance with the EPC Conventions. It is recommended that for good practice, all relevant design documentation be kept and maintained on-site or made available to assessors to allow for more accurate EPC results.",HIGH
long,750977318e5886bfc5340c9be281ee03071ad2b167f694fa3da2678531080511,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,b8d6ddf2823fc2794baccab99a2418487a62d8f63b163616bedf226ff56b8d93,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
short,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,4,EPC-H7,Add optimum start/stop to the heating system.,MEDIUM
long,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,5,EPC-R3,Consider installing solar water heating.,LOW
long,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
long,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,7,EPC-H8,Add weather compensation controls to heating system.,MEDIUM
long,6c5be280ffdf8f575ec72ba8316b86bc6909c3bdbeab7b47e3c8de066d84248d,8,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,1,EPC-R3,Consider installing solar water heating.,LOW
long,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,2,EPC-R4,Consider installing PV.,LOW
long,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
other,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,4,USER,"At the time of the survey, the supply voltage was measured to be 244 V. Consider installing a Voltage Optimisation unit to reduce this level. Significant energy savings can be achieved as well as prolonging electrical equipment lifespans.",MEDIUM
other,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,5,USER,Thermal properties of the building fabric and the air-permeability have been based on assumptions of the buildings age in accordance with the current EPC Conventions. As there is no documented evidence available or provided that indicates otherwise.,MEDIUM
other,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,6,USER,"Access to the HVAC commissioning data was not permissible, therefore, in accordance with EPC Conventions, some benchmark efficiency data has been used based upon assumptions of the systems age. Improvements to the EPC score are likely to be achieved by allowing assessors access to the HVAC equipment and associated commissioning data. It is recommended that any future surveys be permitted access to the plant and data to allow a more accurate EPC score in line with the prevailing EPC Conventions.",HIGH
other,65d9c8e77ff6d542e70f636867e69930e4e77b497dd5c0d54a022a2d1642dd6c,7,USER,"Installation data for the most recent lighting installation was not made available. It has therefore been necessary to assign lighting by type in accordance with the EPC Conventions. It is recommended that for good practice, all relevant design documentation be kept and maintained on-site or made available to assessors to allow for more accurate EPC results.",HIGH
long,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,1,EPC-R3,Consider installing solar water heating.,LOW
long,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,2,EPC-R4,Consider installing PV.,LOW
long,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,4,USER,"At the time of the survey, the supply voltage was measured to be 250 V. Consider installing a Voltage Optimisation unit to reduce this level. Significant energy savings can be achieved as well as prolonging electrical equipment lifespans.",MEDIUM
other,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,5,USER,Thermal properties of the building fabric and the air-permeability have been based on assumptions of the buildings age in accordance with the current EPC Conventions. As there is no documented evidence available or provided that indicates otherwise.,MEDIUM
other,365a088ba4c74beee5accd4fef9c6f92a1e005d975e144adfa230efa3f50d1de,6,USER,Upgrade the PL and CFL type lighting fittings to modern LED alternatives. Ensure lighting levels are relevant for the activity.,HIGH
long,9ca4e0e6b56d84827a662e38243a94587f9db31f04a3583caf467dd6236aca9d,1,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,9ca4e0e6b56d84827a662e38243a94587f9db31f04a3583caf467dd6236aca9d,2,EPC-H8,Add weather compensation controls to heating system.,LOW
long,9ca4e0e6b56d84827a662e38243a94587f9db31f04a3583caf467dd6236aca9d,3,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
short,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,4,EPC-R3,Consider installing solar water heating.,LOW
long,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,5,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,3979059baba15808a40a490210fc97ade952e8317ba2d4f231fbecd6a21494e9,6,EPC-R4,Consider installing PV.,LOW
short,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,2,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,3,EPC-R5,Consider installing an air source heat pump.,HIGH
long,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,5,EPC-R1,Consider installing a ground source heat pump.,HIGH
long,9c6d1e1e232a3c265f477aa259e231664ba64a42605a8057fef8ca0c96e3f947,6,EPC-R3,Consider installing solar water heating.,LOW
short,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
long,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,3,EPC-R3,Consider installing solar water heating.,LOW
long,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,4,EPC-R4,Consider installing PV.,LOW
long,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,5,EPC-H7,Add optimum start/stop to the heating system.,LOW
long,0765b13906bbd2bec77125160bbbf55d44615e9738e1eab7d94f2629ec55517d,6,EPC-H8,Add weather compensation controls to heating system.,LOW
short,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
long,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,2,EPC-W1,Install more efficient water heater.,MEDIUM
long,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,4,EPC-R3,Consider installing solar water heating.,LOW
long,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,5,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
long,5be487bba7cb7d538df6916e49f712ccc92c9e3fa8ab016bc5f3f016681b7f10,6,EPC-R4,Consider installing PV.,LOW
short,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
short,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,5,EPC-R3,Consider installing solar water heating.,LOW
long,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,6,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,LOW
long,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,7,EPC-H8,Add weather compensation controls to heating system.,LOW
long,a902cd4daa5beac27bf416aa1521f826e9e9d4025ba4b0d1cd5631e18b2d706f,8,EPC-R4,Consider installing PV.,LOW
short,968b1b02fe495a9c72ccd6347de53e974106c483e76af271295c1ed46189190f,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,968b1b02fe495a9c72ccd6347de53e974106c483e76af271295c1ed46189190f,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,LOW
long,968b1b02fe495a9c72ccd6347de53e974106c483e76af271295c1ed46189190f,3,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,968b1b02fe495a9c72ccd6347de53e974106c483e76af271295c1ed46189190f,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,968b1b02fe495a9c72ccd6347de53e974106c483e76af271295c1ed46189190f,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,MEDIUM
short,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,1,EPC-L2,Replace tungsten GLS lamps with CFLs: Payback period dependent on hours of use.,LOW
short,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,2,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,HIGH
short,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,3,EPC-L7,Introduce HF (high frequency) ballasts for fluorescent tubes: Reduced number of fittings required.,LOW
long,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,4,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,5,EPC-R3,Consider installing solar water heating.,LOW
long,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,6,EPC-R4,Consider installing PV.,LOW
long,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,7,EPC-H8,Add weather compensation controls to heating system.,LOW
long,435ca332b0a1a706f8793036790e15a60d3d45f8fd8ea3a54835c75fa19eaf08,8,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,2aafd44301be0ca5ca72031de1fa173c82def8fe2f14eacfcf8282fa17741de0,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
long,2aafd44301be0ca5ca72031de1fa173c82def8fe2f14eacfcf8282fa17741de0,2,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,2aafd44301be0ca5ca72031de1fa173c82def8fe2f14eacfcf8282fa17741de0,3,EPC-R3,Consider installing solar water heating.,LOW
long,2aafd44301be0ca5ca72031de1fa173c82def8fe2f14eacfcf8282fa17741de0,4,EPC-R4,Consider installing PV.,LOW
short,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,1,EPC-L5,Consider replacing T8 lamps with retrofit T5 conversion kit.,MEDIUM
long,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,2,EPC-W1,Install more efficient water heater.,MEDIUM
long,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,3,EPC-R2,Consider installing building mounted wind turbine(s).,LOW
long,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,4,EPC-R3,Consider installing solar water heating.,LOW
long,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,5,EPC-W2,Consider replacing HWS with point of use system.,MEDIUM
long,e971248e930c2edfe59bc25908bb78fef65f9020b36cb8620b36b7bc5d58be3a,6,EPC-R4,Consider installing PV.,LOW
long,a65a3efd128f14d1221d34e2b161b4bf160fb0f3ba29f305b0e9d7a99ee7f299,1,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",LOW
other,a65a3efd128f14d1221d34e2b161b4bf160fb0f3ba29f305b0e9d7a99ee7f299,2,USER,Replace lighting with LED lights,HIGH
short,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,2,EPC-H1,Consider replacing heating boiler plant with high efficiency type.,HIGH
long,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,3,EPC-W1,Install more efficient water heater.,MEDIUM
long,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,4,EPC-E4,Some walls have uninsulated cavities - introduce cavity wall insulation.,HIGH
long,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,5,EPC-E5,Some windows have high U-values - consider installing secondary glazing.,HIGH
long,f2055f58c5f92e1023e8c57c03ba0ce84a68f1bde18f7e6f5b2c40d8443ffc9d,6,EPC-H6,Add local temperature control to the heating system.,MEDIUM
short,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,1,EPC-V1,"In some spaces, the solar gain limit defined in the NCM is exceeded, which might cause overheating. Consider solar control measures such as the application of reflective coating or shading devices to windows.",MEDIUM
long,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,2,EPC-C1,The default chiller efficiency is chosen. It is recommended that the chiller system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,3,EPC-H2,Add time control to heating system.,LOW
long,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,4,EPC-H4,The default heat generator efficiency is chosen. It is recommended that the heat generator system be investigated to gain an understanding of its efficiency and possible improvements.,LOW
long,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,5,EPC-E3,Some solid walls are poorly insulated - introduce or improve internal wall insulation.,MEDIUM
long,60ec450baf0f3a1d5cf1abadf5f8a6b9d055b0e32ea275ea2b6bf1c1792c2238,6,EPC-E7,"Carry out a pressure test, identify and treat identified air leakage. Enter result in EPC calculation.",MEDIUM
